,001988883 - CINTURAO DE TRACAO INDIVIDUAL DE TRACAO DUPLO - UNID: 00001 - UN,,,,,,,,,,,,,,,,,,,,
,Descrição Complementar:,,,,    -    ,,,,,,,,,,,,,,,,
,,,Quantidade,,,,6,,0,,0,,0,,0,,,0,,6,
,,,Valor (R$),,,,510.00,,0.00,,0.00,,0.00,,0.00,,,0.00,,510.00,
,001988905 - CINTURAO DE TRACAO INDIVIDUAL -  ABDOMINAL PARA MUAY THAI/BOXE - UNID: 00001 - UN,,,,,,,,,,,,,,,,,,,,
,Descrição Complementar:,,,,    -    ,,,,,,,,,,,,,,,,
,,,Quantidade,,,,1,,0,,0,,0,,0,,,0,,1,
,,,Valor (R$),,,,155.00,,0.00,,0.00,,0.00,,0.00,,,0.00,,155.00,
,001988913 - RAQUETE ESPORTIVA PARA BADMINTON / PARA AVANCADOS - UNID: 00001 - UN,,,,,,,,,,,,,,,,,,,,
,Descrição Complementar:,,,,    -    ,,,,,,,,,,,,,,,,
,,,Quantidade,,,,6,,0,,0,,0,,0,,,0,,6,
,,,Valor (R$),,,,"1,668.00",,0.00,,0.00,,0.00,,0.00,,,0.00,,"1,668.00",
,001988930 - DARDO DE ATLETISMO FIBRA DE CARBONO - 800G (MASCULINO) - UNID: 00001 - UN,,,,,,,,,,,,,,,,,,,,
,Descrição Complementar:,,,,    -    ,,,,,,,,,,,,,,,,
,,,Quantidade,,,,4,,0,,0,,0,,0,,,0,,4,
,,,Valor (R$),,,,875.88,,0.00,,0.00,,0.00,,0.00,,,0.00,,875.88,
,001988948 - FITA MARCACAO ESPORTIVA - QUADRA PARA FUTEBOL DE AREIA - UNID: 00001 - UN,,,,,,,,,,,,,,,,,,,,
,Descrição Complementar:,,,,    -    ,,,,,,,,,,,,,,,,
,,,Quantidade,,,,2,,0,,0,,0,,0,,,0,,2,
,,,Valor (R$),,,,320.00,,0.00,,0.00,,0.00,,0.00,,,0.00,,320.00,
,"001988956 - BOLA DE FUTSAL MASCULINO COM COSTURA DE 61 A 64CM DIÂMETRO MAX 500, 410 A 440 G. DE PESO - UNID: 00001 - UN",,,,,,,,,,,,,,,,,,,,
,Descrição Complementar:,,,,    -    ,,,,,,,,,,,,,,,,
,,,Quantidade,,,,18,,0,,0,,0,,0,,,0,,18,
,,,Valor (R$),,,,"1,148.40",,0.00,,0.00,,0.00,,0.00,,,0.00,,"1,148.40",
EMITIDO POR:,,078.691.994-94 - RICARDO EMANUEL FERREIRA SILVA em 10/12/2024 15:42:19,,,,,,,,,,,,,,,,,Página : 8/,,62
,,,,"26418 - INST.FED.DE EDUC.,CIENC.E TEC.DE PERNAMBUCO",,,,,,,,,,REFERÊNCIA:,,,,12/2024,,,
,,,,151911 - IFPE - CAMPUS AFOGADOS DA INGAZEIRA,,,,,,,,,,NATUREZA BENS:,,,,MATERIAL DE CONSUMO,,,
,,,,"26418 - INST.FED.DE EDUC.,CIENC.E TEC.DE PERNAMBUCO",,,,,,,,,,,,,,,,,
,,,,BALANÇO FISICO-FINANCEIRO DE MATERIAIS EM ALMOXARIFADO,,,,,,,,,,,,,,,,,
CONTA,,,,,,SALDO ANTERIOR,,ENTRADAS ORÇAMENTARIAS,,ENTRADAS EXTRA-ORÇAMENTARIA,,ENTRADAS ALTERAÇÃO DE CONTA,,,,SAIDA,SAIDAS ALTERAÇÃO DE CONTA,,,SALDO ATUAL,
115610100 - MATERIAIS DE CONSUMO,,,,,,,,,,,,,,,,,,,,,
14 - MATERIAL EDUCATIVO E ESPORTIVO,,,,,,,,,,,,,,,,,,,,,
,"001988964 - JOELHEIRA MATERIAL ALGODÃO E POLIPROPILENO, TIPO ACOLCHOADO TAMANHO PEQUENO - UNID: 00001 - UN",,,,,,,,,,,,,,,,,,,,
,Descrição Complementar:,,,,    -    ,,,,,,,,,,,,,,,,
,,,Quantidade,,,,7,,0,,0,,0,,0,,,0,,7,
,,,Valor (R$),,,,244.30,,0.00,,0.00,,0.00,,0.00,,,0.00,,244.30,
,"001988972 - JOELHEIRA MATERIAL ALGODÃO E POLIPROPILENO, TIPO ACOLCHOADO TAMANHO MEDIO - UNID: 00001 - UN",,,,,,,,,,,,,,,,,,,,
,Descrição Complementar:,,,,    -    ,,,,,,,,,,,,,,,,
,,,Quantidade,,,,10,,0,,0,,0,,0,,,0,,10,
,,,Valor (R$),,,,348.80,,0.00,,0.00,,0.00,,0.00,,,0.00,,348.80,
,"001988980 - BOLA MEDICINAL,6KG CONFECCIONADO EM BORRACHA - UNID: 00001 - UN",,,,,,,,,,,,,,,,,,,,
,Descrição Complementar:,,,,    -    ,,,,,,,,,,,,,,,,
,,,Quantidade,,,,1,,0,,0,,0,,0,,,0,,1,
,,,Valor (R$),,,,198.00,,0.00,,0.00,,0.00,,0.00,,,0.00,,198.00,
,"001988999 - BOLA MEDICINAL, 8KG CONFECCIONADA EM BORRACHA - UNID: 00001 - UN",,,,,,,,,,,,,,,,,,,,
,Descrição Complementar:,,,,    -    ,,,,,,,,,,,,,,,,
,,,Quantidade,,,,1,,0,,0,,0,,0,,,0,,1,
,,,Valor (R$),,,,240.00,,0.00,,0.00,,0.00,,0.00,,,0.00,,240.00,
,002028441 - UNIFORME ESPORTIVO BRACADEIRA ELASTICA DE CAPITAO - UNID: 00001 - UN,,,,,,,,,,,,,,,,,,,,
,Descrição Complementar:,,,,    -    ,,,,,,,,,,,,,,,,
,,,Quantidade,,,,4,,0,,0,,0,,0,,,0,,4,
,,,Valor (R$),,,,68.20,,0.00,,0.00,,0.00,,0.00,,,0.00,,68.20,
,"002028484 - KIT CARTÃO ARBITRO, FUTEBOL DE CAMPO, OFICIAL 1 AMARELO E 1 VERMELHO, MATERIAL PVC - UNID: 00001 - UN",,,,,,,,,,,,,,,,,,,,
,Descrição Complementar:,,,,    -    ,,,,,,,,,,,,,,,,
,,,Quantidade,,,,4,,0,,0,,0,,0,,,0,,4,
,,,Valor (R$),,,,18.00,,0.00,,0.00,,0.00,,0.00,,,0.00,,18.00,
,002028492 - FITA MARCACAO ESPORTIVA . QUADRA ESPORTIVA - UNID: 00001 - UN,,,,,,,,,,,,,,,,,,,,
,Descrição Complementar:,,,,    -    ,,,,,,,,,,,,,,,,
,,,Quantidade,,,,1,,0,,0,,0,,0,,,0,,1,
,,,Valor (R$),,,,66.00,,0.00,,0.00,,0.00,,0.00,,,0.00,,66.00,
EMITIDO POR:,,078.691.994-94 - RICARDO EMANUEL FERREIRA SILVA em 10/12/2024 15:42:19,,,,,,,,,,,,,,,,,Página : 9/,,62
,,,,"26418 - INST.FED.DE EDUC.,CIENC.E TEC.DE PERNAMBUCO",,,,,,,,,,REFERÊNCIA:,,,,12/2024,,,
,,,,151911 - IFPE - CAMPUS AFOGADOS DA INGAZEIRA,,,,,,,,,,NATUREZA BENS:,,,,MATERIAL DE CONSUMO,,,
,,,,"26418 - INST.FED.DE EDUC.,CIENC.E TEC.DE PERNAMBUCO",,,,,,,,,,,,,,,,,
,,,,BALANÇO FISICO-FINANCEIRO DE MATERIAIS EM ALMOXARIFADO,,,,,,,,,,,,,,,,,
CONTA,,,,,,SALDO ANTERIOR,,ENTRADAS ORÇAMENTARIAS,,ENTRADAS EXTRA-ORÇAMENTARIA,,ENTRADAS ALTERAÇÃO DE CONTA,,,,SAIDA,SAIDAS ALTERAÇÃO DE CONTA,,,SALDO ATUAL,
115610100 - MATERIAIS DE CONSUMO,,,,,,,,,,,,,,,,,,,,,
14 - MATERIAL EDUCATIVO E ESPORTIVO,,,,,,,,,,,,,,,,,,,,,
,"002028514 - BOLSA DE MASSAGEM COM ALÇAS, 39 CM X 28CM X 17CM - UNID: 00001 - UN",,,,,,,,,,,,,,,,,,,,
,Descrição Complementar:,,,,    -    ,,,,,,,,,,,,,,,,
,,,Quantidade,,,,2,,0,,0,,0,,0,,,0,,2,
,,,Valor (R$),,,,103.72,,0.00,,0.00,,0.00,,0.00,,,0.00,,103.72,
,"002028522 - UNIFORME ESPORTIVO FUT. CAMPO /CAMISA, CALCAO E MEIA LOGO IFPE - UNID: 00001 - UN",,,,,,,,,,,,,,,,,,,,
,Descrição Complementar:,,,,    -    ,,,,,,,,,,,,,,,,
,,,Quantidade,,,,19,,0,,0,,0,,0,,,0,,19,
,,,Valor (R$),,,,657.40,,0.00,,0.00,,0.00,,0.00,,,0.00,,657.40,
,002029278 - BASTAO DE ATLETISMO EM ALUMÍNIO. TAM: OFICIAL/TIPO REVERSAMENTO 4X100 - UNID: 00001 - UN,,,,,,,,,,,,,,,,,,,,
,Descrição Complementar:,,,,    -    ,,,,,,,,,,,,,,,,
,,,Quantidade,,,,6,,0,,0,,0,,0,,,0,,6,
,,,Valor (R$),,,,59.94,,0.00,,0.00,,0.00,,0.00,,,0.00,,59.94,
,002029286 - CARRINHO TRANSPORTE DE MATERIAIS ESPORTIVOS - UNID: 00001 - UN,,,,,,,,,,,,,,,,,,,,
,Descrição Complementar:,,,,    -    ,,,,,,,,,,,,,,,,
,,,Quantidade,,,,1,,0,,0,,0,,0,,,0,,1,
,,,Valor (R$),,,,260.00,,0.00,,0.00,,0.00,,0.00,,,0.00,,260.00,
,002029294 - LUVA BATE-SACO PARA ARTES MARCIAIS - UNID: 00001 - UN,,,,,,,,,,,,,,,,,,,,
,Descrição Complementar:,,,,    -    ,,,,,,,,,,,,,,,,
,,,Quantidade,,,,2,,0,,0,,0,,0,,,0,,2,
,,,Valor (R$),,,,169.68,,0.00,,0.00,,0.00,,0.00,,,0.00,,169.68,
,002029308 - BOLA PARA ARREMESSO DE PESO 4 KG - FEMININO - UNID: 00001 - UN,,,,,,,,,,,,,,,,,,,,
,Descrição Complementar:,,,,    -    ,,,,,,,,,,,,,,,,
,,,Quantidade,,,,4,,0,,0,,0,,0,,,0,,4,
,,,Valor (R$),,,,256.00,,0.00,,0.00,,0.00,,0.00,,,0.00,,256.00,
,002029316 - BLOCO DE PARTIDA PARA CORRIDA MATERIAL EM ALUMINIO - UNID: 00001 - UN,,,,,,,,,,,,,,,,,,,,
,Descrição Complementar:,,,,    -    ,,,,,,,,,,,,,,,,
,,,Quantidade,,,,4,,0,,0,,0,,0,,,0,,4,
,,,Valor (R$),,,,488.00,,0.00,,0.00,,0.00,,0.00,,,0.00,,488.00,
EMITIDO POR:,,078.691.994-94 - RICARDO EMANUEL FERREIRA SILVA em 10/12/2024 15:42:19,,,,,,,,,,,,,,,,,Página : 10/,,62
,,,,"26418 - INST.FED.DE EDUC.,CIENC.E TEC.DE PERNAMBUCO",,,,,,,,,,REFERÊNCIA:,,,,12/2024,,,
,,,,151911 - IFPE - CAMPUS AFOGADOS DA INGAZEIRA,,,,,,,,,,NATUREZA BENS:,,,,MATERIAL DE CONSUMO,,,
,,,,"26418 - INST.FED.DE EDUC.,CIENC.E TEC.DE PERNAMBUCO",,,,,,,,,,,,,,,,,
,,,,BALANÇO FISICO-FINANCEIRO DE MATERIAIS EM ALMOXARIFADO,,,,,,,,,,,,,,,,,
CONTA,,,,,,SALDO ANTERIOR,,ENTRADAS ORÇAMENTARIAS,,ENTRADAS EXTRA-ORÇAMENTARIA,,ENTRADAS ALTERAÇÃO DE CONTA,,,,SAIDA,SAIDAS ALTERAÇÃO DE CONTA,,,SALDO ATUAL,
115610100 - MATERIAIS DE CONSUMO,,,,,,,,,,,,,,,,,,,,,
14 - MATERIAL EDUCATIVO E ESPORTIVO,,,,,,,,,,,,,,,,,,,,,
,"002029332 - LUVA MANOPLA DE FOCO, PROFISSIONAL - UNID: 00001 - UN",,,,,,,,,,,,,,,,,,,,
,Descrição Complementar:,,,,    -    ,,,,,,,,,,,,,,,,
,,,Quantidade,,,,4,,0,,0,,0,,0,,,0,,4,
,,,Valor (R$),,,,376.00,,0.00,,0.00,,0.00,,0.00,,,0.00,,376.00,
,002029340 - LUVA PARA LUTA COM TECNOLOGIA EVERCOOL E EVERFRESH - UNID: 00001 - UN,,,,,,,,,,,,,,,,,,,,
,Descrição Complementar:,,,,    -    ,,,,,,,,,,,,,,,,
,,,Quantidade,,,,4,,0,,0,,0,,0,,,0,,4,
,,,Valor (R$),,,,460.00,,0.00,,0.00,,0.00,,0.00,,,0.00,,460.00,
,"002150271 - PLACAR ESPORTIVO MANUAL DE MESA, CONTAGEM DE PONTOS E SETS. - UNID: 00001 - UN",,,,,,,,,,,,,,,,,,,,
,Descrição Complementar:,,,,    -    ,,,,,,,,,,,,,,,,
,,,Quantidade,,,,1,,0,,0,,0,,0,,,0,,1,
,,,Valor (R$),,,,249.90,,0.00,,0.00,,0.00,,0.00,,,0.00,,249.90,
TOTAL  - 14 - MATERIAL EDUCATIVO E ESPORTIVO (R$),,,,,,,"26,274.49",,0.00,,0.00,,0.00,,0.00,,,0.00,,"26,274.49",
16 - MATERIAL DE EXPEDIENTE,,,,,,,,,,,,,,,,,,,,,
,000047449 - EXTRATOR DE GRAMPOS ACO CROMADO ESPATULA - UNID: 00001 - UN,,,,,,,,,,,,,,,,,,,,
,Descrição Complementar:,,,,    -    ,,,,,,,,,,,,,,,,
,,,Quantidade,,,,25,,0,,0,,0,,0,,,0,,25,
,,,Valor (R$),,,,25.00,,0.00,,0.00,,0.00,,0.00,,,0.00,,25.00,
,000056570 - CANETA ESFEROGRAFICA MEDIA PRETA PLASTICO - UNID: 00001 - UN,,,,,,,,,,,,,,,,,,,,
,Descrição Complementar:,,,,    -    ,,,,,,,,,,,,,,,,
,,,Quantidade,,,,125,,0,,0,,0,,2,,,0,,123,
,,,Valor (R$),,,,53.75,,0.00,,0.00,,0.00,,0.86,,,0.00,,52.89,
,000056588 - CANETA ESFEROGRAFICA MEDIA VERMELHA PLASTICO - UNID: 00001 - UN,,,,,,,,,,,,,,,,,,,,
,Descrição Complementar:,,,,    -    ,,,,,,,,,,,,,,,,
,,,Quantidade,,,,33,,0,,0,,0,,0,,,0,,33,
,,,Valor (R$),,,,12.21,,0.00,,0.00,,0.00,,0.00,,,0.00,,12.21,
EMITIDO POR:,,078.691.994-94 - RICARDO EMANUEL FERREIRA SILVA em 10/12/2024 15:42:19,,,,,,,,,,,,,,,,,Página : 11/,,62
,,,,"26418 - INST.FED.DE EDUC.,CIENC.E TEC.DE PERNAMBUCO",,,,,,,,,,REFERÊNCIA:,,,,12/2024,,,
,,,,151911 - IFPE - CAMPUS AFOGADOS DA INGAZEIRA,,,,,,,,,,NATUREZA BENS:,,,,MATERIAL DE CONSUMO,,,
,,,,"26418 - INST.FED.DE EDUC.,CIENC.E TEC.DE PERNAMBUCO",,,,,,,,,,,,,,,,,
,,,,BALANÇO FISICO-FINANCEIRO DE MATERIAIS EM ALMOXARIFADO,,,,,,,,,,,,,,,,,
CONTA,,,,,,SALDO ANTERIOR,,ENTRADAS ORÇAMENTARIAS,,ENTRADAS EXTRA-ORÇAMENTARIA,,ENTRADAS ALTERAÇÃO DE CONTA,,,,SAIDA,SAIDAS ALTERAÇÃO DE CONTA,,,SALDO ATUAL,
115610100 - MATERIAIS DE CONSUMO,,,,,,,,,,,,,,,,,,,,,
16 - MATERIAL DE EXPEDIENTE,,,,,,,,,,,,,,,,,,,,,
,"000069698 - MINA DE GRAFITE DE 0,5 MM HB NA COR PRETA - UNID: 00001 - UN",,,,,,,,,,,,,,,,,,,,
,Descrição Complementar:,,,,    -    ,,,,,,,,,,,,,,,,
,,,Quantidade,,,,22,,0,,0,,0,,0,,,0,,22,
,,,Valor (R$),,,,34.10,,0.00,,0.00,,0.00,,0.00,,,0.00,,34.10,
,000072460 - FITA ADESIVA CREPE 25 MM X 50 M BEGE - UNID: 00001 - UN,,,,,,,,,,,,,,,,,,,,
,Descrição Complementar:,,,,    -    ,,,,,,,,,,,,,,,,
,,,Quantidade,,,,2,,0,,0,,0,,2,,,0,,0,
,,,Valor (R$),,,,6.52,,0.00,,0.00,,0.00,,6.52,,,0.00,,0.00,
,"000120880 - LAPISEIRA DE 0,5MM - UNID: 00001 - UN",,,,,,,,,,,,,,,,,,,,
,Descrição Complementar:,,,,    -    ,,,,,,,,,,,,,,,,
,,,Quantidade,,,,63,,0,,0,,0,,0,,,0,,63,
,,,Valor (R$),,,,124.74,,0.00,,0.00,,0.00,,0.00,,,0.00,,124.74,
,"000120898 - LAPISEIRA DE 0,7MM - UNID: 00001 - UN",,,,,,,,,,,,,,,,,,,,
,Descrição Complementar:,,,,    -    ,,,,,,,,,,,,,,,,
,,,Quantidade,,,,15,,0,,0,,0,,0,,,0,,15,
,,,Valor (R$),,,,27.90,,0.00,,0.00,,0.00,,0.00,,,0.00,,27.90,
,"000128716 - MINA DE GRAFITE DE 0,9MM HB NA COR GRAFITE - UNID: 00001 - UN",,,,,,,,,,,,,,,,,,,,
,Descrição Complementar:,,,,    -    ,,,,,,,,,,,,,,,,
,,,Quantidade,,,,11,,0,,0,,0,,0,,,0,,11,
,,,Valor (R$),,,,6.71,,0.00,,0.00,,0.00,,0.00,,,0.00,,6.71,
,000350575 - PERCEVEJO EM METAL NIQUELADO 10 MM - UNID: 00001 - UN,,,,,,,,,,,,,,,,,,,,
,Descrição Complementar:,,,,    -    ,,,,,,,,,,,,,,,,
,,,Quantidade,,,,3,,0,,0,,0,,0,,,0,,3,
,,,Valor (R$),,,,4.74,,0.00,,0.00,,0.00,,0.00,,,0.00,,4.74,
,000362450 - BLOCO RECADOS PAPEL AMARELO 76 MM 102 MM REMOVIVEL/AUTO-ADESIVO - UNID: 00001 - UN,,,,,,,,,,,,,,,,,,,,
,Descrição Complementar:,,,,    -    ,,,,,,,,,,,,,,,,
,,,Quantidade,,,,55,,0,,0,,0,,0,,,0,,55,
,,,Valor (R$),,,,128.70,,0.00,,0.00,,0.00,,0.00,,,0.00,,128.70,
EMITIDO POR:,,078.691.994-94 - RICARDO EMANUEL FERREIRA SILVA em 10/12/2024 15:42:19,,,,,,,,,,,,,,,,,Página : 12/,,62
,,,,"26418 - INST.FED.DE EDUC.,CIENC.E TEC.DE PERNAMBUCO",,,,,,,,,,REFERÊNCIA:,,,,12/2024,,,
,,,,151911 - IFPE - CAMPUS AFOGADOS DA INGAZEIRA,,,,,,,,,,NATUREZA BENS:,,,,MATERIAL DE CONSUMO,,,
,,,,"26418 - INST.FED.DE EDUC.,CIENC.E TEC.DE PERNAMBUCO",,,,,,,,,,,,,,,,,
,,,,BALANÇO FISICO-FINANCEIRO DE MATERIAIS EM ALMOXARIFADO,,,,,,,,,,,,,,,,,
CONTA,,,,,,SALDO ANTERIOR,,ENTRADAS ORÇAMENTARIAS,,ENTRADAS EXTRA-ORÇAMENTARIA,,ENTRADAS ALTERAÇÃO DE CONTA,,,,SAIDA,SAIDAS ALTERAÇÃO DE CONTA,,,SALDO ATUAL,
115610100 - MATERIAIS DE CONSUMO,,,,,,,,,,,,,,,,,,,,,
16 - MATERIAL DE EXPEDIENTE,,,,,,,,,,,,,,,,,,,,,
,"000375489 - CINTA ELASTICA ALGODAO E POLIPROPILENO, FORMA CIRCULAR, BRANCA 4CM X 55 CM, PARA UNIR PROCESSOS - UNID: 00001 - UN",,,,,,,,,,,,,,,,,,,,
,Descrição Complementar:,,,,    -    ,,,,,,,,,,,,,,,,
,,,Quantidade,,,,20,,0,,0,,0,,0,,,0,,20,
,,,Valor (R$),,,,20.00,,0.00,,0.00,,0.00,,0.00,,,0.00,,20.00,
,000386430 - FITA ADESIVA POLIPROPILENO TRANSPARENTE 50MM X 50M MONOFACE - UNID: 00001 - UN,,,,,,,,,,,,,,,,,,,,
,Descrição Complementar:,,,,    -    ,,,,,,,,,,,,,,,,
,,,Quantidade,,,,71,,0,,0,,0,,0,,,0,,71,
,,,Valor (R$),,,,204.48,,0.00,,0.00,,0.00,,0.00,,,0.00,,204.48,
,"000482080 - ETIQUETA ADESIVA PAPEL/APLICACAO:IMPRESSORA ETIQUETADORA BROTHER 30,48MM(C)/28MM(L)/COR BRANCA. REF: DK-2210 - UNID: 00001 - UN",,,,,,,,,,,,,,,,,,,,
,Descrição Complementar:,,,,    -    ,,,,,,,,,,,,,,,,
,,,Quantidade,,,,30,,0,,0,,0,,0,,,0,,30,
,,,Valor (R$),,,,"1,766.40",,0.00,,0.00,,0.00,,0.00,,,0.00,,"1,766.40",
,"000482889 - ETIQUETA AUTO ADESIVA, FUNDO VERMELHO LETRAS BRANCAS PAPEL, COR: VERMELHA, IMPRESSAO: ""URGENTE"" 45MM (LARG), ALTURA: 13MM RETANGULAR - UNID: 00001 - UN",,,,,,,,,,,,,,,,,,,,
,Descrição Complementar:,,,,    -    ,,,,,,,,,,,,,,,,
,,,Quantidade,,,,1,,0,,0,,0,,0,,,0,,1,
,,,Valor (R$),,,,4.00,,0.00,,0.00,,0.00,,0.00,,,0.00,,4.00,
,"000498874 - COLA POLIVINIL ACETATO - PVA, PASTOSA PAPEL NA COR BRANCA - UNID: 00001 - UN",,,,,,,,,,,,,,,,,,,,
,Descrição Complementar:,,,,    -    ,,,,,,,,,,,,,,,,
,,,Quantidade,,,,48,,0,,0,,0,,0,,,0,,48,
,,,Valor (R$),,,,52.80,,0.00,,0.00,,0.00,,0.00,,,0.00,,52.80,
,000520632 - ALMOFADA PARA CARIMBO RECARREGAVEL AZUL - UNID: 00001 - UN,,,,,,,,,,,,,,,,,,,,
,Descrição Complementar:,,,,    -    ,,,,,,,,,,,,,,,,
,,,Quantidade,,,,23,,0,,0,,0,,0,,,0,,23,
,,,Valor (R$),,,,46.46,,0.00,,0.00,,0.00,,0.00,,,0.00,,46.46,
,000549738 - PAPEL A4/PAPEL RECICLADO 75 G/M2 - UNID: 00001 - UN,,,,,,,,,,,,,,,,,,,,
,Descrição Complementar:,,,,    -    ,,,,,,,,,,,,,,,,
,,,Quantidade,,,,144,,0,,0,,0,,0,,,0,,144,
,,,Valor (R$),,,,"2,335.68",,0.00,,0.00,,0.00,,0.00,,,0.00,,"2,335.68",
EMITIDO POR:,,078.691.994-94 - RICARDO EMANUEL FERREIRA SILVA em 10/12/2024 15:42:19,,,,,,,,,,,,,,,,,Página : 13/,,62
,,,,"26418 - INST.FED.DE EDUC.,CIENC.E TEC.DE PERNAMBUCO",,,,,,,,,,REFERÊNCIA:,,,,12/2024,,,
,,,,151911 - IFPE - CAMPUS AFOGADOS DA INGAZEIRA,,,,,,,,,,NATUREZA BENS:,,,,MATERIAL DE CONSUMO,,,
,,,,"26418 - INST.FED.DE EDUC.,CIENC.E TEC.DE PERNAMBUCO",,,,,,,,,,,,,,,,,
,,,,BALANÇO FISICO-FINANCEIRO DE MATERIAIS EM ALMOXARIFADO,,,,,,,,,,,,,,,,,
CONTA,,,,,,SALDO ANTERIOR,,ENTRADAS ORÇAMENTARIAS,,ENTRADAS EXTRA-ORÇAMENTARIA,,ENTRADAS ALTERAÇÃO DE CONTA,,,,SAIDA,SAIDAS ALTERAÇÃO DE CONTA,,,SALDO ATUAL,
115610100 - MATERIAIS DE CONSUMO,,,,,,,,,,,,,,,,,,,,,
16 - MATERIAL DE EXPEDIENTE,,,,,,,,,,,,,,,,,,,,,
,000554065 - LAPIS HB/2 MM/GRAFITE MINA NA COR PRETO/MADEIRA/SEM BORRACHA APAGADORA - UNID: 00001 - UN,,,,,,,,,,,,,,,,,,,,
,Descrição Complementar:,,,,    -    ,,,,,,,,,,,,,,,,
,,,Quantidade,,,,201,,0,,0,,0,,0,,,0,,201,
,,,Valor (R$),,,,50.25,,0.00,,0.00,,0.00,,0.00,,,0.00,,50.25,
,000560189 - PERFURADOR PARA PAPEL FERRO FUNDIDO 60FL - UNID: 00001 - UN,,,,,,,,,,,,,,,,,,,,
,Descrição Complementar:,,,,    -    ,,,,,,,,,,,,,,,,
,,,Quantidade,,,,8,,0,,0,,0,,0,,,0,,8,
,,,Valor (R$),,,,291.60,,0.00,,0.00,,0.00,,0.00,,,0.00,,291.60,
,000577120 - CALCULADORA DE BOLSO COM 8 DIGITOS / ELETRONICA / PORTATIL - UNID: 00001 - UN,,,,,,,,,,,,,,,,,,,,
,Descrição Complementar:,,,,    -    ,,,,,,,,,,,,,,,,
,,,Quantidade,,,,5,,0,,0,,0,,0,,,0,,5,
,,,Valor (R$),,,,34.00,,0.00,,0.00,,0.00,,0.00,,,0.00,,34.00,
,000580120 - FITA ADESIVA POLIPROPILENO TRANSPARENTE / MONOFACE 25MM X 50M INCOLOR / MULTIUSO - UNID: 00001 - UN,,,,,,,,,,,,,,,,,,,,
,Descrição Complementar:,,,,    -    ,,,,,,,,,,,,,,,,
,,,Quantidade,,,,14,,0,,0,,0,,0,,,0,,14,
,,,Valor (R$),,,,18.34,,0.00,,0.00,,0.00,,0.00,,,0.00,,18.34,
,000587168 - PAPEL A3 90 G/M2 297 X 420MM - UNID: 00001 - UN,,,,,,,,,,,,,,,,,,,,
,Descrição Complementar:,,,,    -    ,,,,,,,,,,,,,,,,
,,,Quantidade,,,,84,,0,,0,,0,,2,,,0,,82,
,,,Valor (R$),,,,"4,145.40",,0.00,,0.00,,0.00,,98.70,,,0.00,,"4,046.70",
,"000622621 - BLOCO RECADOS PAPEL RECICLADO NATURAL 38MM 50MM AUTO ADESIVO, 100 FOLHAS - UNID: 00001 - UN",,,,,,,,,,,,,,,,,,,,
,Descrição Complementar:,,,,    -    ,,,,,,,,,,,,,,,,
,,,Quantidade,,,,39,,0,,0,,0,,0,,,0,,39,
,,,Valor (R$),,,,80.34,,0.00,,0.00,,0.00,,0.00,,,0.00,,80.34,
,000678708 - GRAMPO PARA GRAMPEADOR METAL GALVANIZADO 23/10 MM - UNID: 00001 - UN,,,,,,,,,,,,,,,,,,,,
,Descrição Complementar:,,,,    -    ,,,,,,,,,,,,,,,,
,,,Quantidade,,,,15,,0,,0,,0,,0,,,0,,15,
,,,Valor (R$),,,,30.00,,0.00,,0.00,,0.00,,0.00,,,0.00,,30.00,
EMITIDO POR:,,078.691.994-94 - RICARDO EMANUEL FERREIRA SILVA em 10/12/2024 15:42:19,,,,,,,,,,,,,,,,,Página : 14/,,62
,,,,"26418 - INST.FED.DE EDUC.,CIENC.E TEC.DE PERNAMBUCO",,,,,,,,,,REFERÊNCIA:,,,,12/2024,,,
,,,,151911 - IFPE - CAMPUS AFOGADOS DA INGAZEIRA,,,,,,,,,,NATUREZA BENS:,,,,MATERIAL DE CONSUMO,,,
,,,,"26418 - INST.FED.DE EDUC.,CIENC.E TEC.DE PERNAMBUCO",,,,,,,,,,,,,,,,,
,,,,BALANÇO FISICO-FINANCEIRO DE MATERIAIS EM ALMOXARIFADO,,,,,,,,,,,,,,,,,
CONTA,,,,,,SALDO ANTERIOR,,ENTRADAS ORÇAMENTARIAS,,ENTRADAS EXTRA-ORÇAMENTARIA,,ENTRADAS ALTERAÇÃO DE CONTA,,,,SAIDA,SAIDAS ALTERAÇÃO DE CONTA,,,SALDO ATUAL,
115610100 - MATERIAIS DE CONSUMO,,,,,,,,,,,,,,,,,,,,,
16 - MATERIAL DE EXPEDIENTE,,,,,,,,,,,,,,,,,,,,,
,"000727083 - FITA ADESIVA SILICONE LARGURA: 19MM, COMPRIMENTO: 20MM, ESPESSURA: 1MM INCOLOR DUPLA FACE, MULTIUSO - UNID: 00001 - UN",,,,,,,,,,,,,,,,,,,,
,Descrição Complementar:,,,,    -    ,,,,,,,,,,,,,,,,
,,,Quantidade,,,,2,,0,,0,,0,,0,,,0,,2,
,,,Valor (R$),,,,111.00,,0.00,,0.00,,0.00,,0.00,,,0.00,,111.00,
,000824160 - PAPEL CARBONO PRETO 220MMX330MM - UNID: 00001 - UN,,,,,,,,,,,,,,,,,,,,
,Descrição Complementar:,,,,    -    ,,,,,,,,,,,,,,,,
,,,Quantidade,,,,123,,0,,0,,0,,0,,,0,,123,
,,,Valor (R$),,,,93.48,,0.00,,0.00,,0.00,,0.00,,,0.00,,93.48,
